Rainfall (inch/month)																																									
Year Month	WBA10	WBA11	WBA12	WBA13	WBA14	WBA15N	WBA15S	WBA16	WBA17N	WBA17S	WBA18	WBA19	WBA2	WBA20	WBA21	WBA22	WBA23	WBA24	WBA25	WBA26N	WBA26S	WBA3	WBA4	WBA5	WBA6	WBA60N	WBA60S	WBA61	WBA62	WBA63	WBA64	WBA70	WBA71	WBA72	WBA73	WBA7N	WBA7S	WBA8N	WBA8S	WBA9	WBA90
1987  02	4.6629	3.6108	3.6352	4.7735	4.1028	3.1288	2.9934	2.8605	2.2493	2.6269	2.3587	2.7063	4.5413	4.7593	3.6400	3.4561	2.9328	3.9199	4.6900	3.9235	3.7309	4.5856	3.5061	4.1146	2.7801	3.5899	3.1916	2.7082	2.6080	2.9123	2.2232	2.5091	2.4286	2.5928	2.3656	2.6230	2.8063	2.5153	2.2314	2.7508	2.1414
1987  03	8.0946	5.6962	4.8093	6.4511	4.9771	3.7956	3.6313	3.4701	3.9242	3.5836	3.5488	3.2151	6.4257	3.5521	3.4305	3.4115	3.4190	4.4011	3.5637	3.7154	3.5347	6.4715	5.2761	6.8542	4.6914	4.1090	3.7013	3.1749	2.6575	1.5976	2.6065	1.5522	2.4299	3.0645	2.8248	4.4372	3.8916	4.3422	3.4635	4.7866	2.5830
1987  04	0.0342	0.0518	0.0809	0.1013	0.1076	0.0821	0.0785	0.0750	0.0479	0.0754	0.0555	0.0811	0.1046	0.1005	0.2475	0.2161	0.0992	0.1597	0.1094	0.2706	0.2570	0.1190	0.0243	0.0314	0.0772	0.1449	0.1252	0.1367	0.0989	0.0917	0.2938	0.1807	0.1342	0.1091	0.1119	0.0715	0.0583	0.0492	0.0480	0.0383	0.1462
1987  05	0.0000	0.0072	0.0188	0.0230	0.0269	0.0205	0.0196	0.0188	0.0000	0.0105	0.0070	0.0171	0.1130	0.1659	0.0121	0.0112	0.0172	0.0205	0.1502	0.0104	0.0099	0.0547	0.3845	0.1396	0.1544	0.0364	0.0146	0.0008	0.1367	0.3847	0.1617	0.0000	0.0212	0.1133	0.1016	0.1351	0.0368	0.0395	0.0122	0.0000	0.0296
1987  06	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0162	0.0000	0.0000	0.0004	0.0013	0.0000	0.0000	0.0000	0.0000	0.0000	0.7556
1987  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1570	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1785	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1987  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1987  09	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1987  10	0.8893	0.7586	0.7858	1.0235	0.9147	0.6976	0.6674	0.6378	0.6700	0.6820	0.6228	0.6317	0.4313	0.7620	1.2414	1.1282	0.7174	1.0361	0.7587	1.3529	1.2847	0.4397	0.4708	0.7223	0.7626	0.9329	0.7460	0.8202	0.6224	0.5502	1.6380	0.9143	0.7993	0.8806	0.8719	0.7235	0.6926	0.6639	0.6027	0.6640	1.1875
1987  11	3.9561	3.2885	3.1146	4.0872	3.5243	2.6877	2.5714	2.4572	3.3977	2.8244	2.8688	2.3196	3.2254	2.2571	3.0794	2.9544	2.5168	3.3607	2.2474	3.3511	3.1850	3.2569	2.5428	3.3328	2.1430	2.3548	1.8568	1.0282	0.8325	0.8414	0.5213	1.3821	0.9330	0.3693	0.3150	2.1607	3.1791	2.8496	2.8965	3.1953	0.8288
1987  12	7.3079	6.3478	7.0246	9.1041	8.3266	6.3499	6.0751	5.8055	4.7857	5.1551	4.9140	5.2398	8.1663	6.2853	3.6431	3.9774	5.4125	6.5786	5.8980	3.9027	3.7095	8.3154	5.6310	6.4812	3.8612	3.1280	2.9703	3.1850	2.4627	2.4305	1.5984	4.3909	3.1839	2.4180	2.1780	3.7821	5.1598	4.4675	4.4936	5.0402	1.8239
1988  01	5.5180	4.5666	4.3590	5.7188	4.9368	3.7648	3.6019	3.4420	4.5582	3.8177	3.9028	3.1983	6.7796	5.9263	3.5051	3.4375	3.4008	4.3898	5.6905	3.7570	3.5743	6.7571	5.8263	5.5019	4.7493	3.7473	3.4119	2.7350	2.0226	1.5899	1.0094	3.3809	2.5398	1.6941	1.4967	4.5380	4.9085	4.3315	4.0866	4.3522	1.7796
1988  02	0.1824	0.2924	0.3594	0.4523	0.4708	0.3590	0.3435	0.3283	0.5623	0.4402	0.4456	0.3300	0.1464	0.6131	0.7093	0.6359	0.3791	0.5583	0.5731	0.7701	0.7309	0.1373	0.1603	0.1684	0.0869	0.4507	0.4234	0.6860	0.6993	0.8411	0.5569	0.6379	0.6114	0.6354	0.5739	0.1229	0.5745	0.3383	0.4867	0.3819	1.9333
1988  03	0.3306	0.3365	0.2142	0.2852	0.2287	0.1744	0.1668	0.1594	0.8374	0.4296	0.5409	0.1574	0.5733	0.4446	0.2996	0.2704	0.1773	0.2537	0.3745	0.3226	0.3060	0.5228	0.6244	0.4212	0.1158	0.2745	0.1131	0.0527	0.0949	0.2876	0.5126	0.2126	0.1111	0.1315	0.1444	0.1713	0.7603	0.5084	0.6681	0.5872	0.1091
1988  04	2.3144	2.2707	2.7421	3.5159	3.3764	2.5748	2.4634	2.3541	1.9502	2.0900	1.9981	2.1181	2.7360	1.2281	1.3992	1.5656	2.1863	2.6462	1.2688	1.5195	1.4463	2.9173	1.4345	1.9463	1.7569	2.2277	2.0417	1.9790	2.0579	2.0628	2.0029	0.8080	1.5703	2.4583	2.2621	1.7009	1.8165	1.7764	1.7453	1.8475	1.7641
1988  05	2.0065	1.5339	1.5431	2.0283	1.7353	1.3233	1.2660	1.2099	0.8854	1.0287	0.9597	1.0893	3.4351	0.9598	0.7240	0.8044	1.1236	1.3599	0.9040	0.7805	0.7416	3.5892	1.8365	1.8874	1.2549	0.6218	0.5196	0.4933	0.3689	0.3860	0.3053	0.7442	0.5393	0.5051	0.4627	1.1731	0.9139	1.0547	0.8305	1.1360	0.2736
1988  06	0.3078	0.3137	0.3893	0.4977	0.4843	0.3693	0.3533	0.3376	0.2752	0.2994	0.2840	0.3051	1.6171	0.1923	0.2204	0.2406	0.3164	0.3868	0.2101	0.2394	0.2281	1.6173	1.1536	0.6037	0.4633	0.2787	0.3081	0.2865	0.1230	0.0307	0.0271	0.5529	0.3503	0.2846	0.2595	0.4284	0.2617	0.3032	0.2479	0.2549	0.0610
1988  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.0006	0.0000	0.0006	0.0095	0.0078	0.0014	0.0035	0.0008	0.0104	0.0099	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000
1988  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0044	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0019	0.0140	0.0049	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1988  09	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1988  10	0.0000	0.0467	0.1130	0.1381	0.1614	0.1231	0.1178	0.1125	0.0239	0.0831	0.0557	0.1108	0.0888	0.1153	0.2099	0.1918	0.1253	0.1795	0.1170	0.2290	0.2173	0.0964	0.0544	0.0223	0.1062	0.0774	0.0409	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0948	0.0430	0.0396	0.0346	0.0138	0.0000
1988  11	4.6857	4.3687	5.2770	6.7825	6.4434	4.9137	4.7011	4.4924	3.0868	3.6946	3.4481	3.9982	8.5676	2.5412	2.0055	2.4381	4.0747	4.8007	2.4166	2.1647	2.0580	9.0347	3.9969	4.2912	2.4712	2.3675	2.1659	2.3625	2.0938	1.3048	1.3690	1.0100	1.4597	0.7729	0.6507	2.4226	3.0038	2.8728	2.8711	3.2423	0.6179
1988  12	3.4658	3.3806	3.9475	5.0709	4.8292	3.6827	3.5233	3.3670	3.2064	3.2340	3.0977	3.1108	3.3375	3.5576	3.1946	3.1981	3.2975	4.2195	3.4271	3.4552	3.2835	3.3844	2.7644	3.1375	2.8477	2.8138	2.4670	2.4210	2.3808	2.3735	2.0634	1.6160	1.8626	1.7493	1.5787	2.7605	3.3116	2.8636	2.9185	2.9321	2.1655
1989  01	2.1890	1.6267	1.7707	2.3194	2.0178	1.5387	1.4721	1.4068	0.4068	0.9429	0.7579	1.2552	1.9314	0.8052	0.6746	0.8014	1.2827	1.5205	0.7937	0.7285	0.6926	1.9640	1.2148	1.7559	0.5020	0.8123	0.6647	0.5972	0.5585	0.6126	0.4230	0.5847	0.5546	0.6149	0.5586	0.4750	0.4954	0.6394	0.4807	0.9159	0.2327
1989  02	1.4365	1.2423	1.4498	1.8739	1.7353	1.3233	1.2660	1.2099	0.7179	1.0060	0.8634	1.1288	0.9439	0.8792	1.3189	1.2948	1.2108	1.5822	0.9280	1.4362	1.3653	0.9934	0.4824	1.0432	0.3765	1.4321	1.2144	1.0987	1.1650	1.5156	1.2123	1.0844	0.9892	0.9837	0.9031	0.3904	0.7528	0.6650	0.6976	0.8618	1.2623
1989  03	11.1044	8.5964	8.4656	11.1338	9.4969	7.2423	6.9289	6.6214	5.8505	6.1967	5.8301	6.1252	9.4364	4.5502	6.4346	6.4458	6.5125	8.3689	4.3602	7.0041	6.6504	9.8488	5.3738	8.6849	4.3342	4.4491	3.0321	2.1876	2.1217	2.1394	2.0924	1.6904	1.5934	0.7941	0.7051	4.2882	5.6126	5.6607	5.2422	6.8365	0.9434
1989  04	0.8209	0.7688	1.0194	1.3043	1.2645	0.9643	0.9225	0.8816	0.3111	0.6094	0.5073	0.7835	3.0851	0.4974	0.3766	0.4643	0.7971	0.9357	0.4685	0.4059	0.3855	3.3157	1.1694	0.9317	0.9364	0.4077	0.2413	0.1055	0.1051	0.1218	0.1484	0.0532	0.1372	0.3806	0.3573	0.8455	0.3581	0.5132	0.3430	0.4352	0.0912
1989  05	0.1482	0.1309	0.1843	0.2358	0.2287	0.1744	0.1668	0.1594	0.0000	0.0863	0.0594	0.1397	0.6995	0.0299	0.0383	0.0602	0.1399	0.1584	0.0329	0.0416	0.0396	0.6878	0.5901	0.3058	0.3186	0.0390	0.0401	0.0419	0.1305	0.2903	0.1891	0.0319	0.0278	0.0101	0.0071	0.2787	0.0083	0.1019	0.0162	0.0461	0.1050
1989  06	0.2850	0.2504	0.1408	0.1923	0.1345	0.1026	0.0981	0.0938	0.5623	0.2850	0.3582	0.0977	0.8156	0.3640	0.2513	0.2195	0.1150	0.1767	0.3487	0.2706	0.2576	0.8536	0.5363	0.3787	0.6371	0.2173	0.1785	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6042	0.5280	0.4931	0.4514	0.4138	0.0000
1989  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1989  08	0.0456	0.0575	0.1016	0.1275	0.1345	0.1026	0.0981	0.0938	0.0000	0.0740	0.0349	0.1040	0.1807	0.0313	0.3506	0.3051	0.1302	0.2155	0.0534	0.3851	0.3656	0.1993	0.0280	0.0372	0.0000	0.1798	0.1253	0.0984	0.0692	0.0544	0.0319	0.1276	0.1051	0.1192	0.1085	0.0000	0.0040	0.0063	0.0091	0.0142	0.0265
1989  09	4.1385	3.1155	2.4196	3.2503	2.4886	1.8978	1.8156	1.7351	3.5293	2.4919	2.6754	1.6948	4.6983	2.4613	3.0163	2.7683	1.8983	2.6823	2.3602	3.2783	3.1142	4.5812	4.6214	4.2183	3.6778	2.3733	1.9127	1.7369	1.4279	1.3381	0.9780	1.9456	1.6261	1.4634	1.3216	3.5140	3.3386	3.3355	2.9427	3.3281	0.4645
1989  10	3.6483	2.3198	1.6144	2.2312	1.4528	1.1079	1.0599	1.0129	1.5194	1.2200	1.2509	0.9672	3.8946	1.9332	1.4200	1.3289	1.0572	1.4357	1.8569	1.5299	1.4544	3.6335	4.2198	3.7295	1.9113	1.8336	1.3681	0.9866	1.1575	1.4947	1.2018	0.6273	0.7847	0.9087	0.8359	1.8015	1.6273	1.7761	1.3463	2.0132	0.3037
1989  11	1.0375	0.9084	1.0643	1.3745	1.2779	0.9745	0.9324	0.8910	0.5504	0.7657	0.6483	0.8474	1.0838	1.0384	1.2080	1.1432	0.9254	1.2512	1.0785	1.3113	1.2470	1.1016	0.7558	0.9037	0.5116	1.4163	1.1282	0.7960	0.6449	0.4736	0.5146	0.7123	0.6189	0.3213	0.2834	0.4942	0.6558	0.5581	0.5540	0.6409	0.1776
1989  12	0.1026	0.0482	0.0168	0.0278	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0616	0.0000	0.0000	0.0179	0.0607	0.0396	0.0901	0.0126	0.2126	0.0936	0.0118	0.0089	0.0001	0.0000	0.0141	0.0000	0.0319	0.0322
1990  01	5.4268	5.0082	5.9538	7.6623	7.2370	5.5189	5.2801	5.0458	3.6372	4.4276	3.9707	4.6908	7.0930	3.6255	5.2485	5.1933	5.0128	6.5050	3.4332	5.7136	5.4225	7.3595	4.2783	4.8627	3.3882	3.3794	2.1949	2.0692	2.0620	2.0614	2.2615	1.2439	1.5780	1.6485	1.5168	3.2710	3.6561	3.4939	3.3891	3.7910	1.1423
1990  02	2.3030	2.3284	2.9944	3.8236	3.7396	2.8518	2.7284	2.6073	1.7109	2.2428	1.9549	2.4446	1.3010	2.6758	3.0116	2.9195	2.6322	3.4683	2.6578	3.2679	3.1050	1.2856	1.1278	1.8023	0.7819	2.6252	2.0001	1.4429	1.4902	1.6061	1.3716	0.9143	1.1369	1.2575	1.1456	0.8284	1.9198	1.4015	1.6752	1.7056	1.2682
1990  03	2.1548	1.8842	2.0946	2.7130	2.4886	1.8978	1.8156	1.7351	1.4357	1.5454	1.4717	1.5660	2.1741	0.6804	1.1071	1.2193	1.6231	1.9800	0.6914	1.2072	1.1477	2.2061	1.5782	1.8831	1.1680	1.3238	1.0391	0.8080	0.7556	0.6713	0.6838	0.5210	0.6019	0.5121	0.4630	1.1430	1.2875	1.3376	1.2705	1.5004	0.2797
1990  04	0.8665	0.5541	0.4997	0.6721	0.5112	0.3898	0.3729	0.3564	0.0718	0.2652	0.1740	0.3540	0.5034	0.1677	0.7122	0.6488	0.4042	0.5873	0.2486	0.7805	0.7423	0.5601	0.0864	0.5535	0.0965	1.1885	0.7694	0.3020	0.3574	0.5952	1.2316	0.3721	0.2934	0.2894	0.3125	0.0913	0.0883	0.1808	0.0939	0.3109	0.3332
1990  05	3.2834	2.8383	2.9668	3.8589	3.4705	2.6466	2.5321	2.4197	2.5603	2.4386	2.3734	2.2494	5.5903	2.4464	2.5059	2.4728	2.4008	3.1115	2.3787	2.7163	2.5814	5.8968	2.9155	3.0740	2.6160	2.3083	2.0489	2.1325	1.6105	1.6951	2.1552	3.1470	2.2537	1.9314	1.8125	2.5040	2.5618	2.4450	2.2810	2.5018	1.4395
1990  06	0.0456	0.0250	0.0169	0.0239	0.0135	0.0103	0.0098	0.0094	0.0000	0.0049	0.0035	0.0081	0.6129	0.0000	0.0000	0.0017	0.0079	0.0085	0.0000	0.0000	0.0000	0.6969	0.0000	0.0274	0.0000	0.0035	0.0015	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0063	0.0009	0.0142	0.0000
1990  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4564	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4559	0.2870	0.1007	0.0000	0.0104	0.0044	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1990  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8956	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9461	0.3988	0.1467	0.2220	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1942	0.0015	0.0568	0.0000	0.0000	0.0000
1990  09	0.1140	0.0964	0.0187	0.0309	0.0000	0.0000	0.0000	0.0000	0.2991	0.1161	0.1720	0.0002	0.8921	0.1338	0.0019	0.0000	0.0000	0.0000	0.1079	0.0000	0.0000	1.0020	0.0985	0.1071	0.1351	0.0000	0.0157	0.0497	0.0330	0.0071	0.0418	0.0319	0.0468	0.0791	0.0736	0.1432	0.2676	0.2050	0.2323	0.2084	0.2804
1990  10	0.7411	0.5448	0.5639	0.7417	0.6322	0.4821	0.4613	0.4408	0.1914	0.3244	0.2743	0.3970	0.7039	0.2096	0.2681	0.2983	0.4103	0.4978	0.2237	0.2914	0.2773	0.7419	0.3145	0.5600	0.1544	0.2850	0.2069	0.0239	0.0588	0.1704	0.0497	0.0957	0.0646	0.1272	0.1174	0.1517	0.1964	0.2403	0.1955	0.3411	0.0287
1990  11	1.2997	0.9713	1.0037	1.3189	1.1299	0.8617	0.8244	0.7878	0.4068	0.6088	0.5273	0.7132	0.6547	0.3286	0.5347	0.5795	0.7416	0.9108	0.3195	0.5828	0.5533	0.6368	0.5962	0.9999	0.3379	0.5415	0.3027	0.1309	0.1769	0.3665	0.4890	0.2233	0.2003	0.3920	0.3804	0.3306	0.3924	0.4753	0.3946	0.6394	0.2698
1990  12	1.2313	1.2710	1.5950	2.0370	1.9909	1.5182	1.4525	1.3881	1.1127	1.2716	1.1568	1.2999	0.6252	1.0344	1.5860	1.5452	1.3997	1.8423	1.0682	1.7276	1.6419	0.5664	0.9281	1.0911	0.8591	1.2927	1.0532	0.7491	0.5730	0.6344	0.6254	1.1695	0.7868	0.5543	0.5118	0.8451	1.1013	0.9646	1.0180	1.0264	0.1844
1991  01	0.4104	0.6535	1.0557	1.3197	1.4124	1.0771	1.0305	0.9848	0.5743	0.7644	0.6970	0.8706	0.7751	0.3712	0.3555	0.4675	0.8813	1.0220	0.3376	0.3851	0.3656	0.8045	0.4866	0.4304	0.4344	0.3202	0.2218	0.2051	0.1320	0.1625	0.1459	0.4253	0.2583	0.2016	0.1873	0.4281	0.5369	0.4647	0.5413	0.4598	0.7490
1991  02	3.1466	2.8528	3.0291	3.9255	3.5916	2.7390	2.6204	2.5041	2.8833	2.6465	2.5905	2.3596	3.6092	3.2857	3.0581	2.9319	2.5508	3.3891	3.1375	3.3095	3.1439	3.6549	3.0426	3.0534	3.1759	2.0655	1.8995	2.0718	1.8798	1.6593	1.2536	1.5310	1.6484	1.5201	1.3593	3.0203	2.9993	2.7366	2.5817	2.6460	1.5057
1991  03	12.9855	11.4585	12.6618	16.3970	15.0524	11.4790	10.9822	10.4948	9.2722	9.6073	9.2402	9.5156	9.8965	11.0493	7.2436	7.7358	9.8814	12.1399	10.3812	7.7846	7.3979	9.3865	11.0626	11.9267	8.1569	8.0185	5.9128	4.2972	4.4801	5.1125	6.6739	2.9556	3.4217	3.6347	3.4407	7.9176	9.7563	8.6677	8.5651	9.4005	7.1830
1991  04	0.7183	0.5507	0.5319	0.7010	0.5919	0.4514	0.4318	0.4127	0.3829	0.3906	0.3738	0.3793	0.5404	0.3075	0.3641	0.3710	0.4004	0.5077	0.3208	0.3955	0.3763	0.5083	0.6742	0.6863	0.6081	0.5685	0.4856	0.4211	0.3942	0.3441	0.1766	0.2445	0.3467	0.4668	0.4195	0.5644	0.3720	0.4523	0.3420	0.4448	0.3189
1991  05	0.4218	0.4761	0.7281	0.9200	0.9416	0.7181	0.6870	0.6565	0.1795	0.4315	0.3477	0.5815	1.7942	0.3272	0.2510	0.3221	0.5894	0.6860	0.3223	0.2706	0.2573	1.8987	0.8716	0.5811	0.7240	0.4100	0.2725	0.1368	0.0436	0.1019	0.0527	0.4891	0.2674	0.2883	0.2697	0.6485	0.2162	0.3360	0.2137	0.2350	0.0845
1991  06	1.5961	1.0280	0.7698	1.0539	0.7264	0.5539	0.5300	0.5065	0.5862	0.5309	0.5257	0.4710	0.1086	0.1903	0.5324	0.5282	0.5044	0.6561	0.1642	0.5828	0.5527	0.1050	0.2753	1.0734	0.6081	0.6261	0.3454	0.3437	0.2731	0.0167	0.0091	0.0000	0.1594	0.0675	0.0451	0.5822	0.5071	0.6781	0.4945	0.8354	0.0127
1991  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0510	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0380	0.0910	0.0319	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1991  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.0006	0.0000	0.0098	0.0096	0.0078	0.0014	0.0035	0.0208	0.0104	0.0102	0.0000	0.0000	0.0000	0.0000	0.1541	0.1481	0.1630	0.1414	0.1143	0.0297	0.1169	0.1472	0.2093	0.1878	0.0000	0.0020	0.0000	0.0006	0.0000	0.0440
1991  09	0.0228	0.0215	0.0320	0.0407	0.0404	0.0308	0.0294	0.0281	0.0000	0.0181	0.0105	0.0273	0.0000	0.0030	0.0474	0.0440	0.0306	0.0431	0.0038	0.0520	0.0493	0.0000	0.0000	0.0137	0.0000	0.0088	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0031	0.0026	0.0071	0.0017
1991  10	0.4674	0.6762	1.2157	1.5193	1.6277	1.2413	1.1875	1.1348	0.1436	0.7330	0.5053	1.0535	1.4997	0.5206	1.1624	1.1565	1.1254	1.4578	0.8001	1.2697	1.2121	1.6652	0.2123	0.3581	0.0965	2.4438	2.1457	1.1176	1.2042	1.4933	0.9316	0.9888	0.8814	0.5527	0.4822	0.0968	0.2181	0.1632	0.2390	0.2284	0.3045
1991  11	0.7411	0.6927	0.6863	0.8913	0.8071	0.6155	0.5889	0.5627	0.8973	0.6650	0.7255	0.5047	1.0965	0.4022	0.3084	0.3517	0.5186	0.6223	0.3787	0.3330	0.3170	1.1438	0.5874	0.6625	0.3765	0.4470	0.3495	0.1743	0.2782	0.5003	0.2481	0.1595	0.1744	0.2689	0.2457	0.4046	0.8004	0.6624	0.7468	0.7494	0.2012
1991  12	5.1190	3.8906	3.4652	4.5978	3.7530	2.8621	2.7382	2.6167	3.3618	2.8148	2.9076	2.3840	4.5857	3.0111	1.9748	2.0650	2.4879	3.0886	2.7602	2.1231	2.0167	4.6207	3.7613	4.4958	3.3689	1.5693	1.2580	1.1556	1.2468	1.4046	1.1082	0.7017	0.8658	0.8360	0.7532	3.2309	3.3303	3.3044	2.9367	3.5361	1.5507
1992  01	2.2802	2.6209	2.7082	3.4721	3.3360	2.5441	2.4339	2.3259	4.5821	3.1119	3.5008	2.1098	2.8737	2.3048	1.6222	1.7318	2.1931	2.6984	2.0914	1.7484	1.6623	2.8416	2.5430	2.3198	1.9210	1.6166	1.4861	1.4497	1.5163	1.5306	1.4436	0.6698	1.0457	1.1661	1.0599	2.0634	4.1411	3.1757	3.7796	3.3592	1.6083
1992  02	8.5848	7.5020	8.2034	10.6355	9.7121	7.4065	7.0859	6.7715	6.0658	6.3697	6.0098	6.2710	9.2923	7.8111	6.6369	6.5977	6.6612	8.5613	7.5562	7.1706	6.8151	9.3728	7.4261	7.9531	6.3421	5.8932	5.3019	5.2703	4.5345	3.8135	4.6647	4.3377	4.2751	3.6203	3.3212	6.0594	6.5001	5.9400	5.6242	6.1776	5.8452
1992  03	5.4382	4.5802	4.7884	6.2381	5.5690	4.2469	4.0631	3.8828	3.7328	3.7089	3.5925	3.5546	3.2874	3.7574	3.1973	3.2922	3.7323	4.6865	3.5477	3.4552	3.2825	3.2214	4.0276	4.8403	5.3285	2.5701	2.1530	2.0888	1.9386	2.0393	2.0593	1.8712	1.8964	2.2144	2.0464	4.9757	3.7899	4.0415	3.3719	3.8499	2.0740
1992  04	2.2688	1.7339	1.8497	2.4216	2.1119	1.6105	1.5408	1.4725	0.7179	1.1136	0.9612	1.3258	1.6914	0.6779	0.8900	0.9924	1.3699	1.6611	0.7093	0.9679	0.9206	1.7387	1.0889	1.7684	0.7916	0.8379	0.6445	0.2127	0.0540	0.0193	0.0309	0.6273	0.2852	0.0042	0.0013	0.7542	0.7154	0.8854	0.7104	1.1206	0.0232
1992  05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0796	0.0367	0.0006	0.0000	0.0000	0.0000	0.0332	0.0000	0.0000	0.0505	0.1820	0.0639	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0079	0.0000	0.0023	0.0000	0.0000
1992  06	1.4479	0.9951	0.6891	0.9446	0.6457	0.4924	0.4711	0.4502	0.9930	0.6364	0.7386	0.4015	1.5067	0.3549	0.2130	0.2533	0.4099	0.4852	0.3070	0.2290	0.2177	1.5272	1.1930	1.3214	1.1005	0.3407	0.2498	0.1739	0.1317	0.0560	0.0076	0.1276	0.1168	0.0188	0.0089	1.0464	0.8718	0.9942	0.8055	1.0245	0.0020
